id	name	student_number	course	gender	MBTI	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9
358	Cly Adney	2018162358	2	1	13	5	4	2	3	4	4	3	3	4	4	4	3	5	4	3	4	3	4	1	2	3	2	2	2	1	3	3	
359	Vita Thorby	2018162359	2	2	11	3	4	2	3	3	4	3	3	4	5	4	5	5	3	5	4	5	4	3	3	1	2	1	1	3	2	2	
360	Afton Alexsandrov	2018162360	1	1	17	5	5	3	4	5	3	4	4	4	4	3	3	5	3	4	4	5	5	3	2	4	3	4	3	2	2	1	
361	Giffard Spiller	2018162361	2	2	2	3	5	3	4	4	3	2	2	3	5	5	4	5	4	5	4	3	4	4	1	2	2	3	2	2	4	2	
362	Cecil Glisenan	2018162362	2	1	14	4	2	2	3	3	2	4	2	4	4	5	4	5	3	5	4	3	4	1	3	3	2	1	3	4	4	3	
363	Alanah Norcliffe	2018162363	3	1	16	3	1	1	4	2	1	3	3	3	3	2	3	2	3	3	4	3	2	5	4	3	4	4	3	3	4	4	
364	Rora Greated	2018162364	2	1	15	3	3	5	4	4	3	3	2	4	5	5	4	4	5	4	5	3	5	3	3	3	2	2	2	4	3	2	
365	Roley Drew	2018162365	1	2	12	4	3	3	5	5	5	4	5	5	2	3	4	4	4	4	4	2	5	3	3	3	2	1	3	4	2	4	
366	Tybie MacCurley	2018162366	1	2	14	5	5	3	5	4	4	5	4	5	4	5	5	5	4	4	5	4	4	3	3	4	2	1	1	3	4	2	
367	Ichabod Assinder	2018162367	3	2	10	3	2	2	1	3	4	3	4	2	4	3	2	1	1	3	3	2	3	4	4	5	5	5	5	4	5	2	
368	Benny Gueste	2018162368	2	2	8	2	4	5	3	4	3	3	3	5	5	5	3	3	4	4	3	5	3	2	2	2	3	1	2	2	4	2	
369	Letitia Hungerford	2018162369	1	2	5	4	5	3	3	4	4	5	5	5	5	4	4	3	4	3	4	3	4	4	3	3	2	1	4	4	3	3	
370	Yuma Mish	2018162370	1	2	14	4	5	4	4	3	3	4	3	5	5	5	3	2	3	3	2	3	3	3	3	2	3	2	4	4	3	3	
371	Freda Schleicher	2018162371	3	1	14	4	3	4	2	4	3	3	1	4	1	3	3	2	3	3	1	3	3	5	4	3	2	3	3	5	5	4	
372	Brandea Kleewein	2018162372	1	1	13	4	5	4	4	3	5	4	4	4	4	3	5	3	2	4	5	3	5	4	4	3	2	4	4	1	3	4	
373	Kelbee Pedrollo	2018162373	1	2	14	5	4	4	5	5	3	3	4	5	3	4	3	5	2	2	4	4	3	3	4	3	2	2	3	3	4	4	
374	Flemming Warret	2018162374	3	2	11	1	3	4	1	1	3	3	4	4	2	1	2	1	2	3	4	2	1	4	5	3	2	4	5	4	5	4	
375	Ade Gookes	2018162375	2	2	14	5	4	5	4	5	2	5	4	3	5	3	5	5	5	4	3	4	5	3	4	4	2	4	1	3	1	4	
376	Dory Bearne	2018162376	3	2	4	3	4	3	2	3	4	3	3	3	2	3	3	3	4	3	3	3	2	4	5	5	5	5	4	3	2	4	
377	Kylie Simper	2018162377	1	1	16	4	5	3	4	4	4	4	3	3	4	3	4	5	4	4	3	3	5	2	3	4	1	3	2	4	3	3	
378	Smith Bertson	2018162378	3	2	17	3	4	4	2	1	3	1	3	4	3	2	4	3	3	1	3	2	3	5	3	4	3	5	5	4	4	5	
379	Holt Delagua	2018162379	1	1	12	4	4	4	4	5	3	4	5	5	3	4	5	4	2	4	5	5	3	3	1	3	4	3	3	1	2	3	
380	Edsel Bollands	2018162380	3	1	6	1	2	3	3	3	1	1	3	4	1	3	3	3	2	4	1	4	2	4	4	4	3	4	3	5	3	3	
381	Dorelle Lionel	2018162381	3	1	8	4	3	3	3	2	3	1	3	4	4	3	4	3	3	3	1	2	1	5	4	4	4	5	5	3	2	3	
382	Demetrius Avrasin	2018162382	1	2	10	5	4	3	5	5	4	4	4	3	5	3	5	4	4	5	4	5	3	2	3	2	1	2	4	3	2	4	
383	Cathrine Bentote	2018162383	2	1	1	3	4	4	3	4	4	3	5	5	5	4	3	3	3	4	3	3	4	4	2	2	3	3	2	2	2	3	
384	Susi Silvermann	2018162384	1	1	15	4	5	5	4	5	4	3	5	5	5	5	5	4	3	5	5	4	4	3	4	2	2	3	2	3	2	3	
385	Jaynell Longmead	2018162385	3	2	3	3	2	1	3	3	3	3	3	1	4	4	2	2	3	4	3	3	2	3	3	5	3	4	4	3	4	3	
386	Sophi Luchetti	2018162386	2	1	16	2	4	5	3	3	5	3	5	3	3	3	5	4	4	5	3	5	5	1	2	3	3	3	2	3	3	3	
387	Caryn Lindsley	2018162387	1	2	2	5	5	5	5	5	5	3	3	5	4	5	4	4	5	5	5	3	4	4	3	4	1	3	3	4	2	3	
388	Nesta Antognetti	2018162388	3	1	16	2	3	3	3	3	3	2	1	4	2	3	2	3	4	2	3	1	2	4	4	3	4	3	2	5	4	4	
389	Jodie Kewzick	2018162389	1	2	4	4	3	5	4	4	3	3	4	4	4	4	3	2	3	5	5	4	3	4	3	2	3	4	3	3	2	4	
390	Keary Jarville	2018162390	3	2	3	2	2	3	3	1	2	4	2	1	3	1	1	3	2	4	3	4	3	5	5	3	4	4	5	4	4	4	
391	Patten Stenson	2018162391	3	2	3	3	4	3	2	4	3	4	2	3	2	4	4	3	2	1	3	2	2	5	5	4	3	5	4	3	3	4	
392	Roze Stains	2018162392	1	2	2	3	4	5	4	4	3	4	4	5	4	2	2	2	2	4	3	5	4	2	4	1	4	1	1	3	4	2	
393	Marmaduke Loiterton	2018162393	1	2	4	3	5	5	5	5	5	3	4	4	4	5	5	3	2	3	3	5	3	1	3	3	4	3	3	3	4	3	
394	Kim Lucio	2018162394	3	1	6	1	1	4	4	3	2	3	2	2	2	3	3	1	2	4	1	4	3	4	4	5	2	4	4	3	3	5	
395	Ferdinanda Maisey	2018162395	1	2	13	4	5	4	4	4	4	4	4	4	3	4	4	3	4	5	2	3	2	1	4	2	3	3	3	3	3	1	
396	Garv Howieson	2018162396	3	2	12	2	3	2	4	3	3	1	1	2	2	2	4	1	2	3	3	3	1	3	4	3	5	5	2	5	4	4	
397	Lillis Minney	2018162397	3	2	10	1	2	1	4	4	2	2	2	1	2	2	3	3	3	2	3	2	3	4	3	3	3	5	5	2	3	4	
398	Langston Greendale	2018162398	1	1	13	5	4	4	4	4	5	3	5	4	2	4	4	3	3	4	5	4	3	3	1	1	2	3	3	2	3	4	
399	Mamie Wiper	2018162399	3	1	8	2	3	1	3	2	2	1	2	1	2	3	3	2	3	2	4	3	3	2	4	3	2	5	5	4	5	5	
400	Garnet Dencs	2018162400	3	2	10	3	4	3	3	3	1	2	3	3	3	3	1	2	4	1	1	4	3	3	5	4	4	3	3	5	4	4	
401	Lothaire Peplay	2018162401	2	1	5	5	3	4	3	5	5	5	3	5	5	4	4	3	4	5	4	4	5	1	3	4	3	2	3	1	4	1	
402	Melli Fiennes	2018162402	1	2	1	3	5	4	4	5	4	3	4	4	3	3	2	4	3	3	3	4	3	1	3	4	4	4	3	3	2	3	
403	Ewan Brownsea	2018162403	2	2	14	4	3	4	3	2	4	3	4	4	3	4	4	5	4	4	4	4	5	4	4	3	1	2	2	2	3	3	
404	Bronny Kinlock	2018162404	1	2	13	4	3	4	4	5	3	4	3	4	5	3	4	2	4	3	3	4	5	3	1	3	3	4	2	4	4	2	
405	Perrine Mohring	2018162405	2	1	2	4	4	5	3	4	4	3	4	3	4	4	3	5	5	4	3	5	4	3	3	2	2	3	1	3	3	3	
406	Skipper Valenti	2018162406	3	2	10	1	1	1	4	1	1	2	2	2	2	1	4	1	1	4	4	4	2	4	5	4	4	2	2	2	4	4	
407	Matthew Durston	2018162407	2	1	16	4	3	2	4	4	4	5	3	3	5	5	4	4	3	3	3	5	5	2	1	2	2	2	1	3	3	3	
408	Marlo Gamlen	2018162408	1	2	2	4	5	4	5	4	5	4	5	4	5	4	3	5	2	5	5	4	3	3	2	3	4	2	1	3	3	3	
409	Karin Colston	2018162409	3	1	10	1	2	3	1	3	3	3	3	2	3	3	3	4	3	2	2	3	4	5	4	5	4	4	4	5	3	3	
410	Felix Harrod	2018162410	3	1	13	1	3	3	3	3	3	2	3	1	1	2	2	3	3	2	1	3	1	4	4	4	5	3	3	5	3	2	
411	Eachelle Nobles	2018162411	1	2	7	4	3	3	5	5	5	5	3	5	3	5	2	4	4	5	3	4	4	3	1	3	3	3	3	3	2	3	
412	Ilise De Benedictis	2018162412	2	1	15	4	3	3	3	2	4	4	5	3	4	4	5	5	3	3	4	4	4	1	2	1	1	3	2	1	4	3	
413	Jessamyn McCrow	2018162413	2	1	16	2	3	3	5	3	4	4	3	3	5	3	3	4	5	4	5	4	5	2	3	2	2	3	3	2	4	3	
414	Correy Meletti	2018162414	2	1	13	3	5	3	4	3	4	4	4	5	4	4	3	5	4	4	5	4	3	3	2	1	2	2	3	1	4	3	
415	Darn Bousquet	2018162415	2	2	10	5	3	4	4	5	2	4	2	2	5	5	5	5	5	4	4	3	3	3	3	1	1	3	3	1	3	3	
416	Beverlee Trye	2018162416	2	2	8	5	4	4	4	3	2	4	3	3	5	4	5	4	3	5	4	5	5	3	1	3	4	3	2	3	3	3	
417	Nealon Estoile	2018162417	3	2	14	1	3	3	2	4	2	1	3	3	3	4	3	2	4	2	2	1	1	5	4	5	5	4	3	2	5	4	
418	Cash Lukas	2018162418	2	1	3	4	2	4	5	3	3	3	4	3	4	5	4	5	5	4	3	4	4	3	2	1	2	3	4	4	2	2	
419	Seward Bartoleyn	2018162419	3	1	10	4	1	3	2	4	4	1	1	3	3	3	3	3	3	1	1	3	2	4	3	4	4	5	2	3	5	4	
420	Gilberta Honnicott	2018162420	2	2	16	3	4	5	4	3	2	4	4	4	5	4	4	4	4	3	4	5	5	1	1	3	2	4	1	1	4	1	
421	Nanon Skerme	2018162421	1	1	5	5	4	5	4	3	5	3	4	5	3	3	3	5	5	4	3	3	3	3	2	3	1	3	2	2	2	3	
422	Binny Carwithim	2018162422	1	2	6	3	3	3	3	4	4	4	5	3	3	5	2	4	5	2	4	5	5	4	2	3	1	2	1	2	2	4	
423	Garry Pietrasik	2018162423	2	2	6	3	5	3	3	4	4	4	4	3	3	4	5	4	4	3	5	5	5	3	1	1	3	3	4	3	3	1	
424	Billie Izatt	2018162424	2	2	16	2	3	5	4	5	5	3	4	4	3	5	4	5	4	3	4	4	4	3	2	3	2	3	2	3	3	2	
425	Tracie Stonestreet	2018162425	3	2	10	3	3	2	4	1	2	2	3	3	3	1	2	3	4	4	3	3	3	5	5	4	3	5	4	5	2	2	
426	Rozalin Kubecka	2018162426	3	1	4	3	1	3	4	3	2	3	3	1	4	2	2	3	3	3	2	1	3	5	3	3	5	3	4	5	4	4	
427	Giff Pactat	2018162427	2	2	2	5	3	5	4	2	2	3	4	4	5	5	3	4	4	5	4	3	5	2	2	3	2	2	3	2	2	3	
428	Chelsie Farrimond	2018162428	3	1	11	3	2	4	4	4	3	2	4	4	2	1	2	4	3	3	1	1	4	5	3	3	3	4	4	4	5	5	
429	Mellisa Gudyer	2018162429	2	1	3	5	2	3	2	3	5	3	4	4	5	3	5	5	3	5	4	5	3	3	2	3	2	3	1	2	2	2	
430	Deni Aubery	2018162430	2	2	2	3	5	4	3	5	4	4	5	5	3	5	5	4	5	5	5	5	3	3	3	3	3	3	3	1	1	3	
431	Almeta Duer	2018162431	2	2	5	2	5	4	5	3	3	4	4	3	5	3	5	4	4	5	3	4	5	2	3	2	4	2	4	3	1	1	
432	Winifield Polglase	2018162432	3	1	13	2	3	1	4	3	3	3	1	3	3	4	3	2	4	4	2	4	2	5	2	3	4	3	4	4	4	5	
433	Marietta Coope	2018162433	1	2	5	5	4	3	3	5	5	3	4	3	3	3	4	4	4	4	3	5	3	1	1	1	4	3	2	2	2	4	
434	Mick Maestro	2018162434	3	1	17	3	1	4	1	3	3	4	3	3	2	3	3	3	3	4	4	3	3	5	3	3	5	5	3	4	5	3	
435	Abagael Stanyland	2018162435	1	2	2	4	4	5	5	5	4	4	5	5	4	2	3	3	3	3	3	4	3	2	3	3	3	4	4	3	3	3	
436	Stanislaw Janman	2018162436	3	2	11	1	4	2	2	4	4	3	2	1	2	1	1	3	2	1	3	4	4	5	5	5	4	3	5	2	5	5	
437	Herminia McVey	2018162437	3	1	13	3	3	2	4	1	2	2	1	4	1	3	1	3	3	2	2	4	1	5	5	3	3	5	5	4	3	3	
438	Hoyt Shaughnessy	2018162438	3	1	11	4	3	1	2	1	1	2	1	2	3	4	4	3	3	1	3	2	2	5	3	4	3	3	3	4	2	3	
439	Aaren Cassells	2018162439	2	2	17	2	3	4	5	4	5	4	2	3	3	3	5	3	5	4	3	4	4	2	4	1	2	3	3	2	2	3	
440	Ronna Wigfield	2018162440	3	1	6	3	3	3	3	3	3	4	3	2	1	3	2	3	4	1	3	3	3	5	4	5	4	4	3	3	3	5	
441	Cele Gatehouse	2018162441	1	2	1	4	5	4	5	3	5	3	5	4	5	3	4	3	3	5	5	5	4	2	3	1	1	2	4	3	3	4	
442	Myer Toner	2018162442	2	1	6	3	3	2	3	4	2	5	2	3	4	5	4	5	4	3	5	4	4	4	3	4	2	3	4	4	2	2	
443	Lorilee Maciocia	2018162443	1	1	1	3	5	3	3	4	4	5	5	4	3	3	4	5	3	3	2	3	4	3	4	3	4	1	4	2	1	2	
444	Melinde Strettell	2018162444	1	2	14	4	3	5	4	4	3	4	3	5	3	3	4	4	4	4	4	2	4	3	3	4	3	2	2	4	2	4	
445	Ellyn Chaldecott	2018162445	3	2	1	4	3	1	2	3	3	4	3	2	3	4	1	2	1	2	3	3	3	3	4	3	5	5	2	5	5	4	
446	Ware Baudou	2018162446	3	2	3	1	4	2	1	4	4	4	3	3	3	2	4	2	4	3	3	3	1	5	3	4	3	5	2	4	4	3	
447	Christian Harriday	2018162447	3	2	12	3	4	2	3	3	4	1	2	4	1	4	4	1	4	3	4	3	4	4	5	4	5	3	5	4	4	5	
448	Corry Donohoe	2018162448	3	1	7	2	2	1	1	4	3	3	3	3	4	3	1	3	3	2	4	2	4	4	5	4	5	3	3	4	3	2	
449	Sharon Liptrot	2018162449	2	2	9	4	3	3	3	3	5	5	5	5	4	5	3	4	4	3	4	4	5	4	1	2	1	4	4	4	1	1	
450	Malvina Imore	2018162450	2	2	7	5	4	4	4	2	2	4	4	5	4	5	4	5	3	3	4	3	4	4	3	4	3	1	2	3	4	4	
451	Jammie Rimmer	2018162451	2	2	13	4	2	4	4	2	3	3	3	3	4	5	3	5	5	4	3	5	5	4	2	2	1	2	1	4	3	2	
452	Orazio Ornillos	2018162452	2	2	2	4	3	4	3	3	4	5	5	3	3	4	5	3	3	5	4	5	4	4	4	4	2	3	4	2	4	3	
453	Mano MacKintosh	2018162453	3	2	9	1	2	2	1	3	3	3	1	3	3	3	2	2	3	4	2	2	3	3	5	3	4	5	5	4	4	2	
454	Lothaire Eberts	2018162454	2	1	9	4	2	5	4	3	5	3	3	3	4	5	4	5	3	5	3	5	3	4	2	2	2	2	1	1	2	4	
455	Paolina Barnaclough	2018162455	1	1	14	5	5	5	5	3	4	3	4	3	3	5	3	4	5	4	4	5	5	1	1	4	3	3	4	2	4	3	
456	Boris Dyka	2018162456	3	1	11	1	3	3	2	3	3	3	1	2	1	2	3	3	3	3	1	1	3	5	3	2	3	4	4	4	4	4	
457	Gloriana Couper	2018162457	3	1	2	1	1	4	3	1	1	4	4	4	3	3	3	1	4	3	2	3	1	5	5	3	4	3	5	5	4	5	
458	Melodee Fitzsimmons	2018162458	2	2	4	5	4	4	5	3	2	4	4	4	3	3	5	4	4	3	5	3	4	3	4	1	4	2	3	2	2	4	
459	Dulsea Found	2018162459	2	1	14	4	3	4	4	4	2	3	3	4	5	5	5	5	5	4	5	4	3	1	2	3	4	1	3	3	3	3	
460	Devin Bosma	2018162460	3	2	17	3	3	4	2	3	1	3	2	3	1	3	3	4	2	4	3	1	3	3	5	5	5	4	5	4	4	5	
461	Eva Peatt	2018162461	2	2	16	4	4	5	5	3	2	3	4	3	4	4	4	5	5	4	5	5	3	2	2	2	2	4	2	3	2	1	
462	Enos Jahnke	2018162462	1	2	17	5	5	5	4	5	4	3	4	5	3	4	4	2	3	3	4	5	3	3	2	4	4	3	3	4	3	3	
463	Jerrine Le Marchant	2018162463	3	2	7	4	3	1	3	4	1	2	4	2	3	3	2	3	1	1	2	1	1	4	5	3	4	3	3	4	5	5	
464	Kath Horley	2018162464	2	2	5	5	3	3	5	5	5	3	3	3	5	4	3	4	4	3	3	5	4	4	3	3	4	3	4	1	3	2	
465	Stephani Claridge	2018162465	3	1	15	3	4	3	3	3	3	4	1	3	4	4	1	3	3	3	3	2	1	4	3	5	3	2	4	4	5	3	
466	Clea D' Angelo	2018162466	3	1	5	2	1	3	1	2	3	2	2	4	3	3	2	1	4	3	3	3	3	4	5	3	3	5	4	5	3	4	
467	Augustina Brimmicombe	2018162467	1	2	8	4	4	5	3	5	5	5	5	4	3	3	4	3	3	3	3	3	3	2	4	3	4	3	4	4	1	4	
468	Giovanni Ziemsen	2018162468	1	1	5	4	4	4	4	5	3	5	3	3	4	4	4	5	3	4	4	4	2	1	2	4	3	2	3	1	3	1	
469	Ann Yeaman	2018162469	3	2	11	4	4	4	3	2	1	3	3	3	2	1	3	3	3	3	3	2	3	2	4	5	5	4	3	3	5	5	
470	Joann Wafer	2018162470	3	1	16	1	2	4	2	2	1	4	4	1	3	4	3	2	2	1	3	1	1	4	3	5	4	2	4	5	4	3	
471	Gertrud Eyam	2018162471	2	2	15	4	4	2	4	5	3	5	3	3	5	3	3	5	4	5	5	4	4	2	3	4	3	2	3	3	3	3	
472	Eolande Southwood	2018162472	1	2	6	4	3	4	4	3	3	4	3	5	4	4	4	3	4	5	2	4	3	2	2	2	4	4	1	1	2	4	
473	Kissiah Balentyne	2018162473	1	2	12	5	4	4	4	4	5	3	5	3	5	5	5	5	4	5	4	4	5	3	2	3	2	2	3	3	3	3	
474	Inglis Satford	2018162474	3	1	8	4	4	3	2	4	3	2	4	3	3	3	2	3	1	3	1	1	3	3	4	4	5	4	5	3	4	4	
475	Brande Penton	2018162475	2	1	8	4	3	3	3	4	5	4	3	3	4	3	3	4	4	4	5	4	3	4	1	3	3	4	2	3	3	4	
476	Ginnie Pailin	2018162476	1	1	8	4	4	4	3	5	5	4	3	4	3	2	5	2	4	3	5	4	2	3	2	3	2	2	2	3	3	3	
477	Milty Di Maggio	2018162477	2	2	14	2	5	2	5	5	5	4	4	4	4	3	4	3	3	4	3	3	4	2	1	2	2	3	3	1	3	3	
478	Bret Simms	2018162478	3	2	14	1	3	3	1	2	1	3	4	3	1	2	2	1	4	4	4	1	1	4	4	3	5	2	4	4	4	4	
479	Shaw Bohler	2018162479	2	1	12	3	5	4	3	2	2	5	2	3	4	3	3	5	4	5	4	3	5	2	2	1	3	2	3	2	2	2	
480	Elita Motton	2018162480	2	2	3	5	5	5	4	4	3	3	2	3	5	4	3	3	4	3	5	3	4	3	3	1	2	2	1	4	2	2	
481	Helyn Huncoot	2018162481	1	2	7	3	4	4	4	5	5	5	4	3	5	3	3	4	5	4	2	3	4	4	4	3	3	3	3	2	4	4	
482	Sib Wippermann	2018162482	3	1	15	4	3	3	2	1	3	3	2	3	1	3	2	4	4	1	3	3	3	2	4	4	4	4	4	3	4	4	
483	Tucker Cohalan	2018162483	1	2	1	5	4	3	5	5	4	4	4	3	5	5	5	2	4	3	5	3	4	2	3	4	3	3	3	2	3	3	
484	Geoffry Rabat	2018162484	2	2	10	5	4	5	3	4	4	4	4	3	4	4	3	5	4	5	5	5	3	2	4	2	2	2	3	2	3	2	
485	Catherine Sherlaw	2018162485	2	1	8	2	3	5	3	4	3	5	3	4	3	3	3	3	4	5	5	4	4	1	2	1	1	4	2	3	3	4	
486	Nikola Cattonnet	2018162486	2	1	2	3	3	4	3	4	5	5	4	3	4	5	5	3	4	5	4	4	4	3	3	1	2	3	3	2	2	3	
487	Karina Morrill	2018162487	3	2	13	3	1	1	3	2	3	3	2	2	3	4	4	3	4	4	1	1	4	4	4	2	5	4	5	5	4	5	
488	Jeffy Durdy	2018162488	1	1	14	4	5	3	3	5	3	5	3	5	5	4	5	5	3	3	4	2	2	2	3	4	2	4	2	2	3	3	
489	Claudius Tithacott	2018162489	3	2	15	1	3	1	4	2	4	2	2	4	4	3	2	4	4	1	1	3	1	4	4	4	4	4	5	4	3	5	
490	Waylon Dello	2018162490	3	2	12	3	3	2	2	3	4	3	3	2	3	1	3	4	3	1	3	3	1	2	5	3	4	5	4	4	4	5	
491	Bale Marians	2018162491	2	1	9	5	5	3	3	4	3	3	3	4	3	4	3	3	5	5	4	5	4	1	2	3	3	2	3	3	3	2	
492	Merell McTrustrie	2018162492	1	1	7	5	5	4	5	4	3	3	3	5	3	4	4	4	5	2	5	3	3	3	3	3	1	3	2	1	4	2	
493	Sheena Hallybone	2018162493	1	1	13	4	5	5	4	3	4	5	4	4	3	2	5	4	2	3	5	3	4	3	4	3	3	4	2	3	3	2	
494	Morris Ramard	2018162494	1	2	15	5	3	3	5	4	3	4	3	3	5	2	2	4	4	3	4	4	4	2	2	3	1	2	3	2	2	3	
495	Cissy Gricewood	2018162495	3	1	15	1	4	3	3	3	2	2	3	3	3	3	1	1	3	3	3	4	3	4	2	5	4	2	2	5	4	5	
496	Rollin Galego	2018162496	3	1	14	2	2	3	4	2	3	2	1	3	2	3	3	3	1	3	3	1	4	4	2	2	5	5	4	5	3	4	
497	Marigold Lythgoe	2018162497	3	2	8	3	1	3	1	1	1	1	1	3	2	4	1	2	1	1	2	1	3	2	3	5	5	4	3	3	5	2	
498	Sheena Hailwood	2018162498	1	1	4	3	4	4	3	4	5	3	3	4	4	5	5	5	4	4	4	3	4	3	2	2	3	4	1	3	2	3	
499	Patsy Raincin	2018162499	3	2	2	3	3	3	3	3	3	3	1	4	3	4	4	4	3	3	2	3	3	5	5	2	5	4	4	4	3	4	
500	Barty Goodger	2018162500	3	1	10	1	3	3	3	4	3	1	2	4	4	4	1	3	3	1	1	3	1	2	4	3	5	5	2	5	3	4	
501	Jordon Waddoups	2018162501	3	1	8	3	4	3	2	4	3	1	4	3	2	4	3	2	1	3	3	4	3	4	5	5	2	3	3	4	4	4	
502	Inigo Fearn	2018162502	3	2	13	1	1	1	3	3	2	2	4	1	3	3	1	1	1	1	2	3	2	4	4	5	4	3	4	4	5	4	
503	Hanni Pury	2018162503	3	1	13	1	2	3	2	4	3	3	4	3	2	1	3	3	3	1	3	1	4	5	4	3	4	3	5	4	2	5	
504	Adham Davidowsky	2018162504	3	1	16	3	2	1	4	3	4	4	3	1	1	3	4	1	1	1	4	1	3	4	5	3	4	3	5	5	2	5	
505	Susy Hamal	2018162505	1	2	15	4	5	4	4	4	3	4	5	3	5	3	3	3	4	4	4	3	5	3	3	2	3	2	2	3	3	2	
506	Clarine Ide	2018162506	2	2	13	3	3	5	4	4	3	3	3	5	3	5	4	5	3	3	5	4	5	2	3	3	3	3	2	4	4	2	
507	Byran Tomasino	2018162507	3	1	3	4	1	4	1	3	3	3	3	3	3	2	3	1	1	4	2	4	4	3	3	5	5	4	3	4	4	3	
508	Titus Ference	2018162508	3	1	6	3	1	2	3	2	4	4	2	3	3	3	3	2	1	3	3	1	2	5	4	4	5	3	5	5	2	3	
509	Annadiana Reef	2018162509	3	1	7	2	2	3	3	2	3	3	1	4	4	2	1	4	3	4	2	2	3	4	4	2	4	3	4	5	5	4	
510	Charlean Mouth	2018162510	2	1	4	4	2	4	4	2	3	4	5	3	3	4	4	4	5	4	3	4	4	2	4	3	3	2	4	1	3	3	
511	Phylys Branston	2018162511	2	1	10	4	5	4	5	3	4	4	5	4	4	3	3	4	3	4	5	4	5	2	3	3	3	4	2	4	3	1	
512	Gavan Koppens	2018162512	3	1	17	3	3	2	4	2	1	1	2	2	1	2	4	2	3	4	3	3	3	5	4	4	4	3	5	2	4	4	
513	Gherardo Loxly	2018162513	3	2	1	1	2	2	1	4	4	3	3	4	3	1	3	3	2	4	3	2	3	5	3	2	5	3	5	3	5	4	
514	Dun Mounce	2018162514	2	1	12	3	5	4	4	3	3	3	5	3	3	4	4	4	5	5	3	4	3	2	2	3	1	1	2	2	3	2	
515	Sissy McGeneay	2018162515	3	1	12	3	3	3	3	3	2	2	1	4	3	1	4	1	4	4	4	2	3	3	4	4	4	3	5	5	2	3	
516	Kizzee Hair	2018162516	2	1	1	3	4	2	4	4	4	2	4	2	3	3	5	3	3	3	4	4	5	2	1	4	4	4	2	3	2	2	
517	Gilligan Ladel	2018162517	1	1	14	3	3	3	4	5	5	3	3	3	5	4	3	5	4	3	3	3	5	3	1	2	3	4	3	2	4	3	
518	Niki Gerhardt	2018162518	2	1	1	3	5	4	4	4	4	3	2	4	5	5	4	4	5	4	4	4	4	4	4	2	3	2	1	1	3	2	
519	Culley Andreopolos	2018162519	2	1	9	5	4	3	2	5	3	4	5	4	5	4	4	4	4	5	4	3	5	3	2	3	3	3	1	3	2	2	
520	Alain Pinare	2018162520	3	1	2	2	3	3	2	3	1	3	2	2	3	1	2	2	3	2	1	1	4	4	4	4	3	3	5	4	4	4	
521	Bonita Ruben	2018162521	1	2	6	4	4	4	3	4	5	5	5	5	3	5	3	3	4	4	5	3	3	4	3	1	4	3	3	1	3	4	
522	Bill Oaker	2018162522	1	1	3	4	3	3	4	4	4	5	5	3	4	5	4	4	3	3	2	4	4	1	4	2	4	2	1	2	4	4	
523	Aimee Kinney	2018162523	2	2	12	4	4	3	3	3	3	4	3	3	5	5	5	5	3	4	3	4	3	3	2	1	2	1	2	2	3	1	
524	Aldo Ashment	2018162524	1	2	2	3	4	4	5	3	5	3	5	5	5	4	4	3	2	4	3	3	2	2	4	4	4	2	4	3	2	4	
525	Finlay Kopfen	2018162525	3	2	13	3	3	3	1	4	2	1	3	4	3	2	3	3	1	3	3	1	4	4	4	5	4	4	5	5	3	5	
526	Gwyn Yanukhin	2018162526	3	2	1	4	3	1	2	3	4	3	1	3	2	3	4	4	4	1	1	3	1	5	5	3	3	4	5	5	5	2	
527	Joya Onraet	2018162527	3	1	8	2	4	2	2	4	2	3	4	2	2	3	3	3	1	3	2	2	1	4	3	5	5	5	3	4	3	4	
528	Fallon Skpsey	2018162528	2	2	8	5	3	3	5	3	5	4	5	5	3	4	5	3	5	4	3	4	3	3	1	1	2	3	3	3	3	1	
529	Editha Sunners	2018162529	3	1	6	3	3	3	1	1	3	2	3	4	3	1	4	3	3	3	4	4	2	5	3	4	3	5	5	5	3	5	
530	Artus Pither	2018162530	2	2	16	3	4	2	4	3	3	4	4	4	4	5	4	3	3	3	3	4	4	2	3	3	1	4	3	3	3	2	
531	Winne Ingry	2018162531	2	2	7	2	4	3	4	3	4	4	5	4	5	4	5	5	4	4	5	5	5	2	4	3	1	1	1	3	2	1	
532	Lisa MacLeod	2018162532	3	2	15	4	4	2	3	4	1	3	2	3	1	4	4	3	2	4	1	2	2	5	5	5	5	3	3	3	2	4	
533	Tallie Klasing	2018162533	3	1	5	3	2	4	1	1	4	4	1	1	2	3	2	4	1	2	2	4	1	4	3	5	5	2	3	5	4	3	
534	Beverlee Anglin	2018162534	3	2	15	1	3	4	2	2	3	4	2	2	3	3	4	3	4	1	4	1	3	5	3	3	5	3	5	3	2	4	
535	Lenci Klimke	2018162535	3	2	3	4	3	2	3	3	2	3	2	3	3	3	2	2	3	1	3	3	3	5	4	4	5	3	5	3	5	3	
536	Leonore Cassley	2018162536	3	1	10	1	4	3	2	3	1	3	4	3	4	2	3	3	3	2	3	1	1	4	3	3	3	5	4	5	4	3	
